Temps;E
0;9.2509897062555
3E-6;2.58623821055517
6E-6;-5.39250149438158
9E-6;-10.3626255583949
1.2E-5;-9.70987704023719
1.5E-5;-3.74587800819427
1.8E-5;4.34811301995069
2.1E-5;10.1445028521121
2.4E-5;10.4667015187442
2.7E-5;5.14895165339112
3E-5;-2.89099377859384
3.3E-5;-9.28001436870545
3.6E-5;-10.5973485354334
3.9E-5;-6.16459858091548
4.2E-5;1.81128338072449
4.5E-5;8.71355456998572
4.8E-5;11.0507790450938
5.1E-5;7.40866780141369
5.4E-5;-0.190074494108558
5.7E-5;-7.60020592808723
6E-5;-10.8282783692703
6.3E-5;-8.17582073109224
6.6E-5;-1.03895810153335
6.9E-5;6.75997859565541
7.2E-5;10.9484443678521
7.5E-5;9.21606445685029
7.8E-5;2.53133823955432
8.1E-5;-5.44243829837069
8.4E-5;-10.3875939603895
8.7E-5;-9.68993283202872
9E-5;-3.70093488460407
9.3E-5;4.3980498239398
9.6E-5;10.1694712541066
9.9E-5;10.4567141579464
0.000102;5.09901484940201
0.000105;-2.94592426298186
0.000108;-9.30997645109892
0.000111;-10.5823980076239
0.000114;-6.10969860991463
0.000117;1.87120754551142
0.00012;8.75350401317701
0.000123;11.0458158780821
0.000126;7.36868784483522
0.000129;-0.249968145508319
0.000132;-7.64514905167744
0.000135;-10.8282783692703
0.000138;-8.13587128790095
0.000141;-0.974040256347507
0.000144;6.81487856665626
0.000147;10.953438048251
0.00015;9.18110869405791
0.000153;2.47141407476738
0.000156;-5.4923751023598
0.000159;-10.407538168598
0.000162;-9.65497706923634
0.000165;-3.64101071981713
0.000168;4.44798662792891
0.000171;10.1894459757023
0.000174;10.4367089229636
0.000177;5.0490780454129
0.00018;-2.99589158035815
0.000183;-9.33993853349239
0.000186;-10.5773738138378
0.000189;-6.07471233373508
0.000192;1.92613802989945
0.000195;8.78845977596939
0.000198;11.0408221976832
0.000201;7.32374472124502
0.000204;-0.304898629896343
0.000207;-7.6751111340709
0.00021;-10.8282783692703
0.000213;-8.1008850117214
0.000216;-0.919109771959484
0.000219;6.85982169024646
0.000222;10.9684190894477
0.000225;9.15114661166444
0.000228;2.41648359037936
0.000231;-5.54228139296174
0.000234;-10.4075686819851
0.000237;-9.62002130644396
0.00024;-3.58608023542911
0.000243;4.50291711231694
0.000246;10.1994638498873
0.000249;10.4067773539573
0.000252;4.98915388062596
0.000255;-3.05578523175791
0.000258;-9.35991325508803
0.000261;-10.5474117314443
0.000264;-6.01478816894814
0.000267;1.98606219468638
0.00027;8.81845237175003
0.000273;11.0308043234982
0.000276;7.27380791725591
0.000279;-0.35985962767154
0.000282;-7.71006689686328
0.000285;-10.8232846888714
0.000288;-8.0559418881312
0.000291;-0.869142454583198
0.000294;6.89977113343775
0.000297;10.9734127698466
0.0003;9.11616033548489
0.000303;2.36152259260416
0.000306;-5.58725502993912
0.000309;-10.4325065705925
0.000312;-9.60004658484831
0.000315;-3.52615607064217
0.000318;4.56284127710387
0.000321;10.2294259322807
0.000324;10.3917963127606
0.000327;4.94421075703576
0.00033;-3.10575254913419
0.000333;-9.39486901788041
0.000336;-10.5424180510454
0.000339;-5.95985768456012
0.000342;2.05098003987223
0.000345;8.86339549534023
0.000348;11.0208474760875
0.000351;7.23388898745179
0.000354;-0.414790112059563
0.000357;-7.74502265965566
0.00036;-10.8182910084724
0.000363;-8.010998764541
0.000366;-0.794267761986703
0.000369;6.95470161782578
0.000372;10.9784064502455
0.000375;9.07624140568078
0.000378;2.29663526080549
0.000381;-5.63219815352932
0.000384;-10.4375002509914
0.000387;-9.56009714165702
0.00039;-3.4612687388435
0.000393;4.60778440069407
0.000396;10.2394132930785
0.000399;10.3618342303671
0.000402;4.88928027264774
0.000405;-3.16564620053396
0.000408;-9.41484373947605
0.000411;-10.5224433294497
0.000414;-5.91494507435709
0.000417;2.09592316346243
0.00042;8.88833338394761
0.000423;11.0158537956886
0.000426;7.18392167007551
0.000429;-0.484671124257147
0.000432;-7.79495946364477
0.000435;-10.8282783692703
0.000438;-7.98103668214753
0.000441;-0.74433095799759
0.000444;6.99465106101707
0.000447;10.9834001306444
0.00045;9.0412856428884
0.000453;2.24170477641746
0.000456;-5.68712863791734
0.000459;-10.462468652986
0.000462;-9.54012242006138
0.000465;-3.41133193485439
0.000468;4.6627148850821
0.000471;10.2643816950731
0.000474;10.3368658283725
0.000477;4.8293561078608
0.00048;-3.22057668492198
0.000483;-9.43484897445887
0.000486;-10.507462288253
0.000489;-5.86001458996907
0.000492;2.15584732824937
0.000495;8.91333229932934
0.000498;10.990885393694
0.000501;7.13401537947357
0.000504;-0.529644761234522
0.000507;-7.82492154603824
0.00051;-10.8182910084724
0.000513;-7.92613671114668
0.000516;-0.689400473609567
0.000519;7.02960682380944
0.000522;10.9883632976562
0.000525;9.00632988009602
0.000528;2.18178061163053
0.000531;-5.73703492851928
0.000534;-10.4674623333849
0.000537;-9.51515401806682
0.00054;-3.36635829787701
0.000543;4.71265168907121
0.000546;10.2843564166687
0.000549;10.3168605933897
0.000552;4.76943194307387
0.000555;-3.28549453010783
0.000558;-9.47476790426299
0.000561;-10.4924812470563
0.000564;-5.81504095299169
0.000567;2.2157714930363
0.00057;8.95328174252063
0.000573;10.9858917132951
0.000576;7.08904174249619
0.000579;-0.604519453831017
0.000582;-7.8649015026167
0.000585;-10.8132973280735
0.000588;-7.88119358755648
0.000591;-0.624482628423721
0.000594;7.07954362779856
0.000597;10.9834001306444
0.0006;8.96135624311864
0.000603;2.12685012724251
0.000606;-5.77202120469883
0.000609;-10.4624991663732
0.000612;-9.46521721407771
0.000615;-3.29148360528052
0.000618;4.76258849306032
0.000621;10.2893500970677
0.000624;10.2819353439845
0.000627;4.71949513908476
0.00063;-3.33043765369803
0.000633;-9.48478577844799
0.000636;-10.4675128450617
0.000639;-5.75514730159193
0.000642;2.27070197742432
0.000645;8.9832438249141
0.000648;10.9709106720984
0.000651;7.03411125810817
0.000654;-0.654486771207303
0.000657;-7.90482043242082
0.00066;-10.8132973280735
0.000663;-7.85120099177584
0.000666;-0.559564783237875
0.000669;7.11949307098985
0.000672;10.9883938110434
0.000675;8.91644363291562
0.000678;2.06193228205666
0.000681;-5.83194536948577
0.000684;-10.4824738879688
0.000687;-9.44521197909489
0.00069;-3.24151628790423
0.000693;4.81751897744834
0.000696;10.3143184990622
0.000699;10.25696694199
0.000702;4.65957097429782
0.000705;-3.38536813808605
0.000708;-9.50972366705537
0.000711;-10.4425749564543
0.000714;-5.70021681720391
0.000717;2.33059562882409
0.00072;9.01317539392039
0.000723;10.9559296309017
0.000726;6.99416181491688
0.000729;-0.709386742208153
0.000732;-7.93478251481429
0.000735;-10.7983162868768
0.000738;-7.80126418778673
0.000741;-0.509627979248762
0.000744;7.15944251418114
0.000747;10.9883938110434
0.00075;8.88648155052215
0.000753;2.00700179766864
0.000756;-5.87685797968879
0.000759;-10.4924307353795
0.000762;-9.40529304929078
0.000765;-3.18162263650447
0.000768;4.87244946183637
0.000771;10.3342627072707
0.000774;10.2269743462093
0.000777;4.6046404899098
0.00078;-3.44529230287299
0.000783;-9.54467942984775
0.000786;-10.4275939152576
0.000789;-5.65024949982762
0.000792;2.39055030699819
0.000795;9.03817430930212
0.000798;10.9459422701038
0.000801;6.92927448311821
0.000804;-0.774335100781173
0.000807;-7.97473195800558
0.00081;-10.788328926079
0.000813;-7.75132738379762
0.000816;-0.444710134062916
0.000819;7.19939195737243
0.000822;10.9834001306444
0.000825;8.83654474653304
0.000828;1.95207131328061
0.000831;-5.91680742288008
0.000834;-10.4924307353795
0.000837;-9.36534360609949
0.00084;-3.12666163872927
0.000843;4.90740522462875
0.000846;10.3392563876696
0.000849;10.2020364576019
0.000852;4.5596973663196
0.000855;-3.48524174606428
0.000858;-9.54967311024666
0.000861;-10.4025949998759
0.000864;-5.60530637623742
0.000867;2.43549343058839
0.00087;9.06810587830842
0.000873;10.9309612289071
0.000876;6.88929452653974
0.000879;-0.824271904770285
0.000882;-8.00968772079796
0.000885;-10.788328926079
0.000888;-7.71137794060633
0.000891;-0.384785969275981
0.000894;7.2443655943498
0.000897;10.9883938110434
0.0009;8.79659530334175
0.000903;1.88215978769585
0.000906;-5.96677474025637
0.000909;-10.5124054569751
0.000912;-9.33038784330711
0.000915;-3.05675011314452
0.000918;4.96732938941568
0.000921;10.3642247896641
0.000924;10.1620870144106
0.000927;4.47979847993702
0.00093;-3.55515327164903
0.000933;-9.57963519264013
0.000936;-10.3826202782802
0.000939;-5.54538221145049
0.000942;2.50041127577424
0.000945;9.09310479369015
0.000948;10.9059928269126
0.000951;6.83436404215172
0.000954;-0.889159236568958
0.000957;-8.04464348359033
0.00096;-10.7783415652812
0.000963;-7.66144113661721
0.000966;-0.329824971500784
0.000969;7.27929084375501
0.000972;10.9883938110434
0.000975;8.75664586015046
0.000978;1.82722930330783
0.000981;-6.0116873504594
0.000984;-10.5074422899634
0.000987;-9.29543208051473
0.00099;-3.0068133091554
0.000993;5.02222936041653
0.000996;10.3792058308609
0.000999;10.1321249320172
0.001002;4.42486799554899
0.001005;-3.60009639523923
0.001008;-9.59960991423577
0.001011;-10.3526581958868
0.001014;-5.48545804666355
0.001017;2.55534176016226
0.00102;9.1180731956847
0.001023;10.8910117857158
0.001026;6.77443987736478
0.001029;-0.954107595141977
0.001032;-8.07959924638271
0.001035;-10.7633605240844
0.001038;-7.60154748521745
0.001041;-0.2599439593032
0.001044;7.3192402869463
0.001047;10.9784064502455
0.00105;8.70171537576243
0.001053;1.7673051385209
0.001056;-6.04667362663895
0.001059;-10.5074422899634
0.001062;-9.25548263732344
0.001065;-2.94192597735673
0.001068;5.06720299739391
0.001071;10.3792363442481
0.001074;10.1021628496237
0.001077;4.37992487195879
0.00108;-3.65003319922835
